Mass_ID,Isobar,Stage1_hit,Stage2_hit,Hash,Hex,HexNAc,Neu5Ac,Fuc,NCore,DM1,MCC,Exp. Mass,Theo. Mass,Da,ppm,ch_A,ch_B,Abundance,Permutations,Permutation abundance
65,2463,1,0,4627596059061846514,7,6,0,2,0,4,0,151639.457528,151643.7294,-4.271872000012081,-28.170449361238674,A1G0F,A1G1F,3.4280245542117136,2,6.856049108423427
65,2463,1,1,4627596059061846514,7,6,0,2,0,4,0,151639.457528,151643.7294,-4.271872000012081,-28.170449361238674,A1G1F,A1G0F,3.4280245542117136,2,6.856049108423427
65,2474,2,0,5487444735551050573,10,5,0,0,0,4,0,151639.457528,151634.67440000002,4.783127999980934,31.543761470832386,A1G1,M6,0.0363097752674208,2,0.0726195505348416
65,2474,2,1,5487444735551050573,10,5,0,0,0,4,0,151639.457528,151634.67440000002,4.783127999980934,31.543761470832386,M6,A1G1,0.0363097752674208,2,0.0726195505348416
66,2497,2,0,4719943387863366401,6,7,0,1,1,3,1,151697.440506,151695.17280000003,2.267705999984173,14.949097971456167,A2G0F,A1G0,4.611996506858567,2,9.223993013717134
66,2497,2,1,6959151813264177042,6,7,0,1,1,3,1,151697.440506,151695.17280000003,2.267705999984173,14.949097971456167,A1G0F,A2G0,2.484945969090424,2,4.969891938180848
66,2497,2,2,6959151813264177042,6,7,0,1,1,3,1,151697.440506,151695.17280000003,2.267705999984173,14.949097971456167,A2G0,A1G0F,2.484945969090424,2,4.969891938180848
66,2497,2,3,4719943387863366401,6,7,0,1,1,3,1,151697.440506,151695.17280000003,2.267705999984173,14.949097971456167,A1G0,A2G0F,4.611996506858567,2,9.223993013717134
66,2513,0,0,-7124418777217594281,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A2G0F,A1G1,1.1579055059772572,2,2.3158110119545143
66,2513,0,1,5326809305034651244,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A2G1F,A1G0,4.160225128418419,2,8.320450256836837
66,2513,0,2,3243890467681034002,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A1G0F,A2G1,1.2035646447369068,2,2.4071292894738137
66,2513,0,3,3007179775047369534,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A2G0,A1G1F,0.942197558634715,2,1.88439511726943
66,2513,0,4,3007179775047369534,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A1G1F,A2G0,0.942197558634715,2,1.88439511726943
66,2513,0,5,5326809305034651244,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A1G0,A2G1F,4.160225128418419,2,8.320450256836837
66,2513,0,6,3243890467681034002,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A2G1,A1G0F,1.2035646447369068,2,2.4071292894738137
66,2513,0,7,-7124418777217594281,7,7,0,1,0,4,0,151697.440506,151700.78140000004,-3.340894000022672,-22.022918861660333,A1G1,A2G0F,1.1579055059772572,2,2.3158110119545143
66,2517,1,0,8832368063389986666,6,8,0,2,3,1,0,151697.440506,151693.82360000003,3.6169059999810997,23.843462536210335,A2G0F,A2G0F,69.12107105172711,1,69.12107105172711
66,2518,2,0,7321149072039345862,9,5,0,0,0,4,1,151697.440506,151693.78340000001,3.6571059999987483,24.10847641894037,M5,A1G1,0.15517643350972896,2,0.3103528670194579
66,2518,2,1,-2530982825719177821,9,5,0,0,0,4,1,151697.440506,151693.78340000001,3.6571059999987483,24.10847641894037,A1G0,M6,0.07725945312454727,2,0.15451890624909453
66,2518,2,2,7321149072039345862,9,5,0,0,0,4,1,151697.440506,151693.78340000001,3.6571059999987483,24.10847641894037,A1G1,M5,0.15517643350972896,2,0.3103528670194579
66,2518,2,3,-2530982825719177821,9,5,0,0,0,4,1,151697.440506,151693.78340000001,3.6571059999987483,24.10847641894037,M6,A1G0,0.07725945312454727,2,0.15451890624909453
66,2519,3,0,-7350387943780107658,11,6,1,1,0,3,1,151697.440506,151701.12880000003,-3.688294000021415,-24.3128975321205,A2S1G1F,M6,0.026958617686012234,2,0.05391723537202447
66,2519,3,1,-7350387943780107658,11,6,1,1,0,3,1,151697.440506,151701.12880000003,-3.688294000021415,-24.3128975321205,M6,A2S1G1F,0.026958617686012234,2,0.05391723537202447
66,2528,1,0,-2048269643584065698,7,8,0,0,1,3,0,151697.440506,151693.11580000003,4.324705999984872,28.509573273495057,A2G0,A2G1,0.6192346560998694,2,1.2384693121997388
66,2528,1,1,-2048269643584065698,7,8,0,0,1,3,0,151697.440506,151693.11580000003,4.324705999984872,28.509573273495057,A2G1,A2G0,0.6192346560998694,2,1.2384693121997388
67,2550,0,0,8712523660057823200,0,0,0,0,2,5,0,151739.765178,151740.445,-0.6798220000055153,-4.4801634791931395,Unglycosylated,Unglycosylated,0.6591009909357268,1,0.6591009909357268
67,2557,1,0,1243299528800961449,10,8,1,2,2,1,0,151739.765178,151740.83260000002,-1.0674220000219066,-7.034507335515348,A2G2F,A2S1G1F,0.7715127886889174,2,1.5430255773778347
67,2557,1,1,1243299528800961449,10,8,1,2,2,1,0,151739.765178,151740.83260000002,-1.0674220000219066,-7.034507335515348,A2S1G1F,A2G2F,0.7715127886889174,2,1.5430255773778347
67,2559,0,0,4196467501012402929,8,4,0,0,5,0,0,151739.765178,151741.13900000002,-1.3738220000232104,-9.053721417124793,M4,M4,0.025831446499864477,1,0.025831446499864477
67,2559,3,0,5925578689896270953,5,2,0,0,6,0,0,151739.765178,151741.13900000002,-1.3738220000232104,-9.053721417124793,M5,Unglycosylated,1.5791658259982893,2,3.1583316519965785
67,2559,3,1,5925578689896270953,5,2,0,0,6,0,0,151739.765178,151741.13900000002,-1.3738220000232104,-9.053721417124793,Unglycosylated,M5,1.5791658259982893,2,3.1583316519965785
67,2560,2,0,-8420905344706357413,8,6,0,2,1,3,0,151739.765178,151741.1528,-1.3876220000092871,-9.1446649402896,A1G1F,A1G1F,2.116259511440902,1,2.116259511440902
67,2571,2,0,1378235074056229359,6,8,0,1,0,4,0,151739.765178,151741.83440000002,-2.0692220000200905,-13.636463590953467,A2G0F,A2G0,28.651302985035084,2,57.30260597007017
67,2571,2,1,1378235074056229359,6,8,0,1,0,4,0,151739.765178,151741.83440000002,-2.0692220000200905,-13.636463590953467,A2G0,A2G0F,28.651302985035084,2,57.30260597007017
67,2581,0,0,-835517433763418075,10,5,0,1,4,0,1,151739.765178,151743.19600000003,-3.430822000023909,-22.609395943024083,A1G1F,M6,0.35370909681306867,2,0.7074181936261373
67,2581,0,1,-835517433763418075,10,5,0,1,4,0,1,151739.765178,151743.19600000003,-3.430822000023909,-22.609395943024083,M6,A1G1F,0.35370909681306867,2,0.7074181936261373
67,2589,0,0,-2271766214080511562,8,7,0,0,3,1,1,151739.765178,151743.87760000004,-4.112422000034712,-27.101073631946726,A2G1,A1G1,0.23246603529924054,2,0.4649320705984811
67,2589,0,1,-2271766214080511562,8,7,0,0,3,1,1,151739.765178,151743.87760000004,-4.112422000034712,-27.101073631946726,A1G1,A2G1,0.23246603529924054,2,0.4649320705984811
67,2591,1,0,4505373817487906119,10,8,0,2,1,2,1,151739.765178,151735.54420000003,4.220977999968454,27.817990980444602,A2G2F,A2G2F,5.212415669922686,1,5.212415669922686
67,2591,3,0,4627596059061846514,7,6,0,2,2,2,1,151739.765178,151735.54420000003,4.220977999968454,27.817990980444602,A1G0F,A1G1F,5.581409646321473,2,11.162819292642945
67,2591,3,1,4627596059061846514,7,6,0,2,2,2,1,151739.765178,151735.54420000003,4.220977999968454,27.817990980444602,A1G1F,A1G0F,5.581409646321473,2,11.162819292642945
67,2592,1,0,-4585998061164318099,9,8,1,2,3,0,1,151739.765178,151735.22400000002,4.541177999984939,29.928304583943792,A2G1F,A2S1G1F,4.424361244882112,2,8.848722489764224
67,2592,1,1,-6752838460148462392,9,8,1,2,3,0,1,151739.765178,151735.22400000002,4.541177999984939,29.928304583943792,A2G2F,A2S1G0F,0.3763477017994719,2,0.7526954035989438
67,2592,1,2,-4585998061164318099,9,8,1,2,3,0,1,151739.765178,151735.22400000002,4.541177999984939,29.928304583943792,A2S1G1F,A2G1F,4.424361244882112,2,8.848722489764224
67,2592,1,3,-6752838460148462392,9,8,1,2,3,0,1,151739.765178,151735.22400000002,4.541177999984939,29.928304583943792,A2S1G0F,A2G2F,0.3763477017994719,2,0.7526954035989438
67,2596,2,0,8437465772341382222,8,6,0,0,0,4,1,151739.765178,151734.83640000003,4.928777999972226,32.48283727659672,A2G0,M5,3.8396976175288358,2,7.6793952350576715
67,2596,2,1,8437465772341382222,8,6,0,0,0,4,1,151739.765178,151734.83640000003,4.928777999972226,32.48283727659672,M5,A2G0,3.8396976175288358,2,7.6793952350576715
67,2596,2,2,4803333819491667496,8,6,0,0,0,4,1,151739.765178,151734.83640000003,4.928777999972226,32.48283727659672,A2G1,M4,0.15366398943509121,2,0.30732797887018243
67,2596,2,3,2238233291564908771,8,6,0,0,0,4,1,151739.765178,151734.83640000003,4.928777999972226,32.48283727659672,A1G1,A1G1,0.059118517597651694,1,0.059118517597651694
67,2596,2,4,4803333819491667496,8,6,0,0,0,4,1,151739.765178,151734.83640000003,4.928777999972226,32.48283727659672,M4,A2G1,0.15366398943509121,2,0.30732797887018243
68,2598,1,0,-826732702757855206,9,7,0,1,3,1,0,151830.865671,151830.91060000003,-0.044929000025149435,-0.2959147109610329,A2G2F,A1G1,0.7699501320311598,2,1.5399002640623196
68,2598,1,1,-826732702757855206,9,7,0,1,3,1,0,151830.865671,151830.91060000003,-0.044929000025149435,-0.2959147109610329,A1G1,A2G2F,0.7699501320311598,2,1.5399002640623196
68,2598,2,0,-5103242502581937443,3,3,0,1,5,1,0,151830.865671,151830.91060000003,-0.044929000025149435,-0.2959147109610329,A1G0F,Unglycosylated,4.320328087420882,2,8.640656174841764
68,2598,2,1,-5103242502581937443,3,3,0,1,5,1,0,151830.865671,151830.91060000003,-0.044929000025149435,-0.2959147109610329,Unglycosylated,A1G0F,4.320328087420882,2,8.640656174841764
68,2624,0,0,5136914833615924677,9,6,0,0,1,3,1,151830.865671,151832.25980000003,-1.394129000022076,-9.182034186005549,A2G0,M6,0.6657150058536562,2,1.3314300117073123
68,2624,0,1,-2297332500028529714,9,6,0,0,1,3,1,151830.865671,151832.25980000003,-1.394129000022076,-9.182034186005549,M5,A2G1,2.5794719224726217,2,5.158943844945243
68,2624,0,2,-2297332500028529714,9,6,0,0,1,3,1,151830.865671,151832.25980000003,-1.394129000022076,-9.182034186005549,A2G1,M5,2.5794719224726217,2,5.158943844945243
68,2624,0,3,5136914833615924677,9,6,0,0,1,3,1,151830.865671,151832.25980000003,-1.394129000022076,-9.182034186005549,M6,A2G0,0.6657150058536562,2,1.3314300117073123
68,2624,3,0,8712523660057823200,0,0,0,0,4,3,1,151830.865671,151832.25980000003,-1.394129000022076,-9.182034186005549,Unglycosylated,Unglycosylated,0.9141832795079632,1,0.9141832795079632
68,2634,1,0,-8420905344706357413,8,6,0,2,3,1,1,151830.865671,151832.96760000003,-2.101929000025848,-13.843693061202126,A1G1F,A1G1F,2.9352847091192187,1,2.9352847091192187
68,2639,0,0,1378235074056229359,6,8,0,1,2,2,1,151830.865671,151833.6492,-2.7835290000075474,-18.332754397156037,A2G0F,A2G0,39.73980085790809,2,79.47960171581617
68,2639,0,1,1378235074056229359,6,8,0,1,2,2,1,151830.865671,151833.6492,-2.7835290000075474,-18.332754397156037,A2G0,A2G0F,39.73980085790809,2,79.47960171581617
69,2656,2,0,6376557661218153622,8,7,0,1,3,1,1,151889.795817,151890.01960000003,-0.22378300002310425,-1.4733226094277507,A2G1F,A1G1,1.3835174660010674,2,2.767034932002135
69,2656,2,1,3708084792803615856,8,7,0,1,3,1,1,151889.795817,151890.01960000003,-0.22378300002310425,-1.4733226094277507,A2G2F,A1G0,0.9609328643837273,2,1.9218657287674545
69,2656,2,2,5817712136133063102,8,7,0,1,3,1,1,151889.795817,151890.01960000003,-0.22378300002310425,-1.4733226094277507,A1G1F,A2G1,0.6044746744110124,2,1.2089493488220249
69,2656,2,3,3708084792803615856,8,7,0,1,3,1,1,151889.795817,151890.01960000003,-0.22378300002310425,-1.4733226094277507,A1G0,A2G2F,0.9609328643837273,2,1.9218657287674545
69,2656,2,4,5817712136133063102,8,7,0,1,3,1,1,151889.795817,151890.01960000003,-0.22378300002310425,-1.4733226094277507,A2G1,A1G1F,0.6044746744110124,2,1.2089493488220249
69,2656,2,5,6376557661218153622,8,7,0,1,3,1,1,151889.795817,151890.01960000003,-0.22378300002310425,-1.4733226094277507,A1G1,A2G1F,1.3835174660010674,2,2.767034932002135
69,2674,0,0,8832368063389986666,6,8,0,2,0,4,0,151889.795817,151887.9764,1.8194169999915175,11.978676937534848,A2G0F,A2G0F,91.55754160321156,1,91.55754160321156
69,2675,1,0,-5636172348269498355,6,6,0,0,4,1,0,151889.795817,151887.96260000003,1.8332169999775942,12.069534468675492,A1G0,A1G0,0.4076159262277544,1,0.4076159262277544
69,2675,3,0,2178225571527952377,3,4,0,0,5,1,0,151889.795817,151887.96260000003,1.8332169999775942,12.069534468675492,A2G0,Unglycosylated,0.6964936468380186,2,1.3929872936760372
69,2675,3,1,2178225571527952377,3,4,0,0,5,1,0,151889.795817,151887.96260000003,1.8332169999775942,12.069534468675492,Unglycosylated,A2G0,0.6964936468380186,2,1.3929872936760372
69,2682,0,0,-5195047859517588975,11,6,0,1,4,0,0,151889.795817,151887.28100000002,2.5148169999883976,16.55712699201191,A2G2F,M6,0.24125548510059536,2,0.4825109702011907
69,2682,0,1,-5195047859517588975,11,6,0,1,4,0,0,151889.795817,151887.28100000002,2.5148169999883976,16.55712699201191,M6,A2G2F,0.24125548510059536,2,0.4825109702011907
69,2694,0,0,3642551512348173890,5,4,1,1,2,3,0,151889.795817,151886.2668,3.5290169999934733,23.23460227408442,Unglycosylated,A2S1G1F,0.11923273286162321,2,0.23846546572324642
69,2694,0,1,3642551512348173890,5,4,1,1,2,3,0,151889.795817,151886.2668,3.5290169999934733,23.23460227408442,A2S1G1F,Unglycosylated,0.11923273286162321,2,0.23846546572324642
69,2694,1,0,8208747288675661170,8,6,1,1,1,3,0,151889.795817,151886.2668,3.5290169999934733,23.23460227408442,A2S1G0F,M4,0.01151436568429691,2,0.02302873136859382
69,2694,1,1,8208747288675661170,8,6,1,1,1,3,0,151889.795817,151886.2668,3.5290169999934733,23.23460227408442,M4,A2S1G0F,0.01151436568429691,2,0.02302873136859382
70,2718,2,0,8208747288675661170,8,6,1,1,4,0,1,151913.231275,151913.36400000003,-0.13272500003222376,-0.8736887692923694,A2S1G0F,M4,0.009422426401638779,2,0.018844852803277558
70,2718,2,1,8208747288675661170,8,6,1,1,4,0,1,151913.231275,151913.36400000003,-0.13272500003222376,-0.8736887692923694,M4,A2S1G0F,0.009422426401638779,2,0.018844852803277558
70,2718,3,0,3642551512348173890,5,4,1,1,5,0,1,151913.231275,151913.36400000003,-0.13272500003222376,-0.8736887692923694,Unglycosylated,A2S1G1F,0.09757043339235434,2,0.19514086678470868
70,2718,3,1,3642551512348173890,5,4,1,1,5,0,1,151913.231275,151913.36400000003,-0.13272500003222376,-0.8736887692923694,A2S1G1F,Unglycosylated,0.09757043339235434,2,0.19514086678470868
70,2723,3,0,970505293999216288,9,6,0,1,2,2,1,151913.231275,151913.68420000002,-0.45292500001960434,-2.9814628116273694,A2G0F,M6,1.2551034367998297,2,2.5102068735996594
70,2723,3,1,-3385397432057832786,9,6,0,1,2,2,1,151913.231275,151913.68420000002,-0.45292500001960434,-2.9814628116273694,A2G1F,M5,9.057271138473729,2,18.114542276947457
70,2723,3,2,1601540748839531252,9,6,0,1,2,2,1,151913.231275,151913.68420000002,-0.45292500001960434,-2.9814628116273694,A2G2F,M4,0.13050060566269706,2,0.2610012113253941
70,2723,3,3,-3385397432057832786,9,6,0,1,2,2,1,151913.231275,151913.68420000002,-0.45292500001960434,-2.9814628116273694,M5,A2G1F,9.057271138473729,2,18.114542276947457
70,2723,3,4,970505293999216288,9,6,0,1,2,2,1,151913.231275,151913.68420000002,-0.45292500001960434,-2.9814628116273694,M6,A2G0F,1.2551034367998297,2,2.5102068735996594
70,2723,3,5,1601540748839531252,9,6,0,1,2,2,1,151913.231275,151913.68420000002,-0.45292500001960434,-2.9814628116273694,M4,A2G2F,0.13050060566269706,2,0.2610012113253941
70,2729,1,0,2252489123910274290,9,7,0,2,4,0,0,151913.231275,151912.33500000002,0.8962749999773223,5.899948809142603,A2G2F,A1G1F,1.1811977897162067,2,2.3623955794324134
70,2729,1,1,2252489123910274290,9,7,0,2,4,0,0,151913.231275,151912.33500000002,0.8962749999773223,5.899948809142603,A1G1F,A2G2F,1.1811977897162067,2,2.3623955794324134
70,2731,0,0,5613609127159381012,12,4,0,0,1,3,1,151913.231275,151912.29480000003,0.936474999965867,6.164576746067737,M6,M6,0.02102529891288755,1,0.02102529891288755
70,2732,0,0,-2048269643584065698,7,8,0,0,1,3,1,151913.231275,151914.36580000003,-1.1345250000304077,-7.46818771256989,A2G0,A2G1,0.6712150007444321,2,1.3424300014888642
70,2732,0,1,-2048269643584065698,7,8,0,0,1,3,1,151913.231275,151914.36580000003,-1.1345250000304077,-7.46818771256989,A2G1,A2G0,0.6712150007444321,2,1.3424300014888642
70,2739,1,0,6774195121619099898,7,5,0,0,3,2,0,151913.231275,151911.62720000002,1.6040749999810942,10.55926415605595,A1G0,M4,0.05535675510962782,2,0.11071351021925564
70,2739,1,1,6774195121619099898,7,5,0,0,3,2,0,151913.231275,151911.62720000002,1.6040749999810942,10.55926415605595,M4,A1G0,0.05535675510962782,2,0.11071351021925564
70,2739,3,0,557944962819485057,4,3,0,0,4,2,0,151913.231275,151911.62720000002,1.6040749999810942,10.55926415605595,Unglycosylated,A1G1,0.07020311670913301,2,0.14040623341826602
70,2739,3,1,557944962819485057,4,3,0,0,4,2,0,151913.231275,151911.62720000002,1.6040749999810942,10.55926415605595,A1G1,Unglycosylated,0.07020311670913301,2,0.14040623341826602
70,2741,0,0,8832368063389986666,6,8,0,2,3,1,1,151913.231275,151915.07360000003,-1.8423250000341795,-12.127335071996301,A2G0F,A2G0F,74.92329329506781,1,74.92329329506781
71,2788,3,0,-1255298170642427291,10,6,0,1,0,4,0,151984.453567,151984.01040000003,0.44316699996124953,2.91587910330105,A2G1F,M6,0.5161731670473099,2,1.0323463340946197
71,2788,3,1,9143018684223215362,10,6,0,1,0,4,0,151984.453567,151984.01040000003,0.44316699996124953,2.91587910330105,A2G2F,M5,0.720075378140912,2,1.440150756281824
71,2788,3,2,9143018684223215362,10,6,0,1,0,4,0,151984.453567,151984.01040000003,0.44316699996124953,2.91587910330105,M5,A2G2F,0.720075378140912,2,1.440150756281824
71,2788,3,3,-1255298170642427291,10,6,0,1,0,4,0,151984.453567,151984.01040000003,0.44316699996124953,2.91587910330105,M6,A2G1F,0.5161731670473099,2,1.0323463340946197
71,2791,2,0,-4201092569175123228,9,6,1,1,2,2,0,151984.453567,151983.6902,0.7633669999777339,5.0226902569163565,M5,A2S1G0F,0.05199100203183479,2,0.10398200406366959
71,2791,2,1,-2460786271347044001,9,6,1,1,2,2,0,151984.453567,151983.6902,0.7633669999777339,5.0226902569163565,A2S1G1F,M4,0.008806526721282187,2,0.017613053442564374
71,2791,2,2,-4201092569175123228,9,6,1,1,2,2,0,151984.453567,151983.6902,0.7633669999777339,5.0226902569163565,A2S1G0F,M5,0.05199100203183479,2,0.10398200406366959
71,2791,2,3,-2460786271347044001,9,6,1,1,2,2,0,151984.453567,151983.6902,0.7633669999777339,5.0226902569163565,M4,A2S1G1F,0.008806526721282187,2,0.017613053442564374
71,2794,2,0,-2219647344881759879,4,4,0,0,6,0,0,151984.453567,151985.38600000003,-0.9324330000381451,-6.135017481471179,A2G1,Unglycosylated,0.12585787907113227,2,0.25171575814226455
71,2794,2,1,-2219647344881759879,4,4,0,0,6,0,0,151984.453567,151985.38600000003,-0.9324330000381451,-6.135017481471179,Unglycosylated,A2G1,0.12585787907113227,2,0.25171575814226455
71,2794,3,0,-2166405228850085976,7,6,0,0,5,0,0,151984.453567,151985.38600000003,-0.9324330000381451,-6.135017481471179,A2G0,M4,0.0514430036523679,2,0.1028860073047358
71,2794,3,1,2887522409168717140,7,6,0,0,5,0,0,151984.453567,151985.38600000003,-0.9324330000381451,-6.135017481471179,A1G0,A1G1,0.03818089211712868,2,0.07636178423425737
71,2794,3,2,2887522409168717140,7,6,0,0,5,0,0,151984.453567,151985.38600000003,-0.9324330000381451,-6.135017481471179,A1G1,A1G0,0.03818089211712868,2,0.07636178423425737
71,2794,3,3,-2166405228850085976,7,6,0,0,5,0,0,151984.453567,151985.38600000003,-0.9324330000381451,-6.135017481471179,M4,A2G0,0.0514430036523679,2,0.1028860073047358
71,2795,2,0,-1219050057080621297,7,8,0,2,1,3,0,151984.453567,151985.3998,-0.9462330000242218,-6.2258151195403295,A2G0F,A2G1F,30.81291346340043,2,61.62582692680086
71,2795,2,1,-1219050057080621297,7,8,0,2,1,3,0,151984.453567,151985.3998,-0.9462330000242218,-6.2258151195403295,A2G1F,A2G0F,30.81291346340043,2,61.62582692680086
71,2821,1,0,-5103242502581937443,3,3,0,1,6,0,1,151984.453567,151987.44300000003,-2.9894330000388436,-19.668947256641744,A1G0F,Unglycosylated,0.5050589888587249,2,1.0101179777174498
71,2821,1,1,-5103242502581937443,3,3,0,1,6,0,1,151984.453567,151987.44300000003,-2.9894330000388436,-19.668947256641744,Unglycosylated,A1G0F,0.5050589888587249,2,1.0101179777174498
71,2821,3,0,-826732702757855206,9,7,0,1,4,0,1,151984.453567,151987.44300000003,-2.9894330000388436,-19.668947256641744,A2G2F,A1G1,0.090009422267614,2,0.180018844535228
71,2821,3,1,-826732702757855206,9,7,0,1,4,0,1,151984.453567,151987.44300000003,-2.9894330000388436,-19.668947256641744,A1G1,A2G2F,0.090009422267614,2,0.180018844535228
71,2830,2,0,8832368063389986666,6,8,0,2,2,2,1,151984.453567,151979.79120000004,4.6623669999535196,30.677545765397248,A2G0F,A2G0F,34.158980553382534,1,34.158980553382534
72,2841,0,0,-2219647344881759879,4,4,0,0,5,1,0,152049.589173,152050.10360000003,-0.5144270000455435,-3.3832729334986356,A2G1,Unglycosylated,0.19861261457793292,2,0.39722522915586583
72,2841,0,1,-2219647344881759879,4,4,0,0,5,1,0,152049.589173,152050.10360000003,-0.5144270000455435,-3.3832729334986356,Unglycosylated,A2G1,0.19861261457793292,2,0.39722522915586583
72,2841,2,0,-2166405228850085976,7,6,0,0,4,1,0,152049.589173,152050.10360000003,-0.5144270000455435,-3.3832729334986356,A2G0,M4,0.0811806899380878,2,0.1623613798761756
72,2841,2,1,2887522409168717140,7,6,0,0,4,1,0,152049.589173,152050.10360000003,-0.5144270000455435,-3.3832729334986356,A1G0,A1G1,0.060252142069032046,2,0.12050428413806409
72,2841,2,2,2887522409168717140,7,6,0,0,4,1,0,152049.589173,152050.10360000003,-0.5144270000455435,-3.3832729334986356,A1G1,A1G0,0.060252142069032046,2,0.12050428413806409
72,2841,2,3,-2166405228850085976,7,6,0,0,4,1,0,152049.589173,152050.10360000003,-0.5144270000455435,-3.3832729334986356,M4,A2G0,0.0811806899380878,2,0.1623613798761756
72,2842,0,0,-1219050057080621297,7,8,0,2,0,4,0,152049.589173,152050.11740000002,-0.5282270000316203,-3.474032174812515,A2G0F,A2G1F,48.62495181784166,2,97.24990363568332
72,2842,0,1,-1219050057080621297,7,8,0,2,0,4,0,152049.589173,152050.11740000002,-0.5282270000316203,-3.474032174812515,A2G1F,A2G0F,48.62495181784166,2,97.24990363568332
72,2852,3,0,-4201092569175123228,9,6,1,1,1,3,0,152049.589173,152048.40780000002,1.1813729999703355,7.769716349310797,M5,A2S1G0F,0.08204547005144787,2,0.16409094010289574
72,2852,3,1,-2460786271347044001,9,6,1,1,1,3,0,152049.589173,152048.40780000002,1.1813729999703355,7.769716349310797,A2S1G1F,M4,0.013897320615706055,2,0.02779464123141211
72,2852,3,2,-4201092569175123228,9,6,1,1,1,3,0,152049.589173,152048.40780000002,1.1813729999703355,7.769716349310797,A2S1G0F,M5,0.08204547005144787,2,0.16409094010289574
72,2852,3,3,-2460786271347044001,9,6,1,1,1,3,0,152049.589173,152048.40780000002,1.1813729999703355,7.769716349310797,M4,A2S1G1F,0.013897320615706055,2,0.02779464123141211
72,2872,0,0,-826732702757855206,9,7,0,1,3,1,1,152049.589173,152052.16060000003,-2.571427000046242,-16.911479520576055,A2G2F,A1G1,0.14204122002656916,2,0.2840824400531383
72,2872,0,1,-826732702757855206,9,7,0,1,3,1,1,152049.589173,152052.16060000003,-2.571427000046242,-16.911479520576055,A1G1,A2G2F,0.14204122002656916,2,0.2840824400531383
72,2872,1,0,-5103242502581937443,3,3,0,1,5,1,1,152049.589173,152052.16060000003,-2.571427000046242,-16.911479520576055,A1G0F,Unglycosylated,0.79701872487955,2,1.5940374497591
72,2872,1,1,-5103242502581937443,3,3,0,1,5,1,1,152049.589173,152052.16060000003,-2.571427000046242,-16.911479520576055,Unglycosylated,A1G0F,0.79701872487955,2,1.5940374497591
73,2894,1,0,2252489123910274290,9,7,0,2,1,3,0,152106.971211,152106.48780000003,0.48341099996468984,3.1781090139975587,A2G2F,A1G1F,1.4543942806507524,2,2.9087885613015048
73,2894,1,1,2252489123910274290,9,7,0,2,1,3,0,152106.971211,152106.48780000003,0.48341099996468984,3.1781090139975587,A1G1F,A2G2F,1.4543942806507524,2,2.9087885613015048
73,2895,2,0,7321149072039345862,9,5,0,0,5,0,0,152106.971211,152106.47400000002,0.4972109999798704,3.2688352238042833,M5,A1G1,0.20710553137911325,2,0.4142110627582265
73,2895,2,1,-2530982825719177821,9,5,0,0,5,0,0,152106.971211,152106.47400000002,0.4972109999798704,3.2688352238042833,A1G0,M6,0.10311398278409242,2,0.20622796556818485
73,2895,2,2,7321149072039345862,9,5,0,0,5,0,0,152106.971211,152106.47400000002,0.4972109999798704,3.2688352238042833,A1G1,M5,0.20710553137911325,2,0.4142110627582265
73,2895,2,3,-2530982825719177821,9,5,0,0,5,0,0,152106.971211,152106.47400000002,0.4972109999798704,3.2688352238042833,M6,A1G0,0.10311398278409242,2,0.20622796556818485
73,2897,1,0,8208747288675661170,8,6,1,1,1,3,1,152106.971211,152107.5168,-0.5455890000157524,-3.5868641569707904,A2S1G0F,M4,0.011601717500409966,2,0.023203435000819932
73,2897,1,1,8208747288675661170,8,6,1,1,1,3,1,152106.971211,152107.5168,-0.5455890000157524,-3.5868641569707904,M4,A2S1G0F,0.011601717500409966,2,0.023203435000819932
73,2897,2,0,3642551512348173890,5,4,1,1,2,3,1,152106.971211,152107.5168,-0.5455890000157524,-3.5868641569707904,Unglycosylated,A2S1G1F,0.1201372721164247,2,0.2402745442328494
73,2897,2,1,3642551512348173890,5,4,1,1,2,3,1,152106.971211,152107.5168,-0.5455890000157524,-3.5868641569707904,A2S1G1F,Unglycosylated,0.1201372721164247,2,0.2402745442328494
73,2898,0,0,4477112814167943337,8,7,1,2,3,1,0,152106.971211,152106.16760000002,0.8036109999811742,5.283224294326209,A1G0F,A2S1G1F,0.5677553316771138,2,1.1355106633542276
73,2898,0,1,1347339674978116468,8,7,1,2,3,1,0,152106.971211,152106.16760000002,0.8036109999811742,5.283224294326209,A1G1F,A2S1G0F,0.10501041737550558,2,0.21002083475101116
73,2898,0,2,4477112814167943337,8,7,1,2,3,1,0,152106.971211,152106.16760000002,0.8036109999811742,5.283224294326209,A2S1G1F,A1G0F,0.5677553316771138,2,1.1355106633542276
