Mass_ID,Isobar,Stage1_hit,Stage2_hit,Hash,Hex,HexNAc,Neu5Ac,Fuc,NCore,DM1,MCC,Exp. Mass,Theo. Mass,Da,ppm,ch_A,ch_B,Abundance,Permutations,Permutation abundance
8,193,2,0,-5636172348269498355,6,6,0,0,0,1,1,148541.783785,148537.96860000002,3.815184999984922,25.684914341725563,A1G0,A1G0,1.0624928573929686,1,1.0624928573929686
8,194,0,0,-5103242502581937443,3,3,0,1,0,2,1,148541.783785,148545.63420000003,-3.850415000022622,-25.92075506465892,A1G0F,Unglycosylated,3.528630647276998,2,7.057261294553996
8,194,0,1,-5103242502581937443,3,3,0,1,0,2,1,148541.783785,148545.63420000003,-3.850415000022622,-25.92075506465892,Unglycosylated,A1G0F,3.528630647276998,2,7.057261294553996
8,198,2,0,-5195047859517588975,11,6,0,1,0,0,1,148541.783785,148537.287,4.496784999995725,30.273779000660788,A2G2F,M6,0.6288572482887564,2,1.2577144965775129
8,198,2,1,-5195047859517588975,11,6,0,1,0,0,1,148541.783785,148537.287,4.496784999995725,30.273779000660788,M6,A2G2F,0.6288572482887564,2,1.2577144965775129
10,235,2,0,-4976289823759891955,9,8,1,1,0,0,0,148686.88773,148689.39900000003,-2.511270000046352,-16.889368152240305,A2G1,A2S1G1F,0.5459205752138742,2,1.0918411504277483
10,235,2,1,-4976289823759891955,9,8,1,1,0,0,0,148686.88773,148689.39900000003,-2.511270000046352,-16.889368152240305,A2S1G1F,A2G1,0.5459205752138742,2,1.0918411504277483
10,236,0,0,-5971484415579936044,3,4,0,1,1,1,1,148686.88773,148684.1106,2.7771299999731127,18.67805503067059,A2G0F,Unglycosylated,19.910547539052942,2,39.821095078105884
10,236,0,1,-5971484415579936044,3,4,0,1,1,1,1,148686.88773,148684.1106,2.7771299999731127,18.67805503067059,Unglycosylated,A2G0F,19.910547539052942,2,39.821095078105884
10,236,1,0,8146212503678660464,6,6,0,1,0,1,1,148686.88773,148684.1106,2.7771299999731127,18.67805503067059,A1G0F,A1G0,6.278344882683321,2,12.556689765366642
10,236,1,1,8146212503678660464,6,6,0,1,0,1,1,148686.88773,148684.1106,2.7771299999731127,18.67805503067059,A1G0,A1G0F,6.278344882683321,2,12.556689765366642
10,237,0,0,7113224721454171801,4,4,0,1,0,2,0,148686.88773,148689.71920000002,-2.8314700000337325,-19.042809518156194,A2G1F,Unglycosylated,17.960195778413176,2,35.92039155682635
10,237,0,1,7113224721454171801,4,4,0,1,0,2,0,148686.88773,148689.71920000002,-2.8314700000337325,-19.042809518156194,Unglycosylated,A2G1F,17.960195778413176,2,35.92039155682635
10,244,1,0,5596978343480749226,6,2,0,0,0,2,1,148686.88773,148682.72120000003,4.166529999958584,28.022960343549208,Unglycosylated,M6,0.3335384170369459,2,0.6670768340738918
10,244,1,1,5596978343480749226,6,2,0,0,0,2,1,148686.88773,148682.72120000003,4.166529999958584,28.022960343549208,M6,Unglycosylated,0.3335384170369459,2,0.6670768340738918
10,247,0,0,4477112814167943337,8,7,1,2,0,0,1,148686.88773,148691.45600000003,-4.56827000004705,-30.72315062976483,A1G0F,A2S1G1F,2.1907416186384348,2,4.3814832372768695
10,247,0,1,1347339674978116468,8,7,1,2,0,0,1,148686.88773,148691.45600000003,-4.56827000004705,-30.72315062976483,A1G1F,A2S1G0F,0.4051933621751421,2,0.8103867243502842
10,247,0,2,4477112814167943337,8,7,1,2,0,0,1,148686.88773,148691.45600000003,-4.56827000004705,-30.72315062976483,A2S1G1F,A1G0F,2.1907416186384348,2,4.3814832372768695
10,247,0,3,1347339674978116468,8,7,1,2,0,0,1,148686.88773,148691.45600000003,-4.56827000004705,-30.72315062976483,A2S1G0F,A1G1F,0.4051933621751421,2,0.8103867243502842
10,249,2,0,5211233250036949814,7,7,0,0,0,1,0,148686.88773,148682.0536,4.834129999973811,32.513204404474344,A2G0,A1G1,0.8109893490390716,2,1.6219786980781432
10,249,2,1,6712778261057201676,7,7,0,0,0,1,0,148686.88773,148682.0536,4.834129999973811,32.513204404474344,A1G0,A2G1,1.5645284777470787,2,3.1290569554941574
10,249,2,2,6712778261057201676,7,7,0,0,0,1,0,148686.88773,148682.0536,4.834129999973811,32.513204404474344,A2G1,A1G0,1.5645284777470787,2,3.1290569554941574
10,249,2,3,5211233250036949814,7,7,0,0,0,1,0,148686.88773,148682.0536,4.834129999973811,32.513204404474344,A1G1,A2G0,0.8109893490390716,2,1.6219786980781432
11,265,0,0,5613609127159381012,12,4,0,0,1,0,0,148815.605965,148818.45900000003,-2.8530350000364706,-19.17124407286377,M6,M6,0.051314172013182766,1,0.051314172013182766
11,272,2,0,-7036266437414269741,6,7,0,2,0,1,0,148815.605965,148812.19660000002,3.409364999970421,22.910521300445748,A2G0F,A1G0F,48.336181090528605,2,96.67236218105721
11,272,2,1,-7036266437414269741,6,7,0,2,0,1,0,148815.605965,148812.19660000002,3.409364999970421,22.910521300445748,A1G0F,A2G0F,48.336181090528605,2,96.67236218105721
11,284,1,0,-2048269643584065698,7,8,0,0,1,0,0,148815.605965,148820.53000000003,-4.924035000032745,-33.0870680277294,A2G0,A2G1,1.6381618234648017,2,3.2763236469296033
11,284,1,1,-2048269643584065698,7,8,0,0,1,0,0,148815.605965,148820.53000000003,-4.924035000032745,-33.0870680277294,A2G1,A2G0,1.6381618234648017,2,3.2763236469296033
12,286,2,0,8583049560980378875,6,8,0,0,1,0,1,148879.912857,148879.63900000002,0.2738569999637548,1.8394523374936094,A2G0,A2G0,6.124119648291719,1,6.124119648291719
